,activation_code,total_time_spent,NPS_repgrid,NPS_identity,age,num_kids,stress_score,gender,marital_status,rep_grid_elements_id,stressful_situation_rating,rep_grid_matrix,interesting_rating_repgrid_output1,learnt_score_repgrid_output1,interesting_rating_repgrid_output2,learnt_score_repgrid_output2,do_you_want_to_improve_output2,interesting_rating_repgrid_output3,learnt_score_repgrid_output3,do_you_want_to_improve_output3,interesting_rating_repgrid_output4,learnt_score_repgrid_output4,do_you_want_to_improve_output4,feeling_repgrid_activity,comments_repgrid_activity,core_identity,middle_identity,outer_identity,learnt_score_identity_activity,interesting_score_identity_activity,feeling_identity_activity,comments_identity_activity,identity_consistency_score,cumulative_time_per_page,repgrid_output1_constructs,repgrid_output1_elements,repgrid_output4,repgrid_output2,repgrid_output3_good_constructs,repgrid_output3_bad_constructs,repgrid_output3_bad_elements
42,AmMPxEzA ,19,6,9,25,0,27,Female,Single,"[0, 1, 9, 4, 5, 12]","[2, 0, 2, 2, 3, 3, 2, 0, 2, 2, 1, 1, 0, 1, 1, 0]","[array([5, 7, 3, 4, 7, 3]), array([6, 4, 5, 2, 6, 7]), array([6, 4, 3, 2, 5, 6]), array([6, 4, 5, 2, 6, 5]), array([6, 4, 3, 2, 6, 7]), array([3, 6, 3, 2, 6, 5]), array([2, 4, 6, 2, 6, 3]), array([6, 5, 3, 2, 6, 7]), array([7, 7, 6, 2, 6, 5]), array([5, 7, 4, 5, 7, 5])]",Agree,Agree,Agree,Strongly agree,Yes,Agree,Strongly agree,Yes,Agree,Strongly agree,Yes,Better,It was interesting to see which situations I need to work. I feel confident most of the time but at work there are times when I struggle such as with my boss and colleagues that I do not get on with.,"['influential', 'liberal', 'organised']","['delayed', 'unhelpful', 'cluttered', 'following', 'conservative']","['delayed', 'cluttered', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'thoughtful', 'lazy']",Agree,Strongly agree,Same,It was interesting to see which characteristics I would protect and those where I was pushed to their direct opposite I would move\n},2.5246913580246915,"[0.0, 0.11666666666666667, 0.3333333333333333, 0.38333333333333336, 1.2333333333333334, 1.3333333333333333, 2.4, 2.4166666666666665, 2.5, 3.683333333333333, 4.216666666666667, 4.683333333333334, 5.033333333333333, 5.283333333333333, 5.533333333333333, 5.766666666666667, 5.95, 6.066666666666666, 6.316666666666666, 6.483333333333333, 6.716666666666667, 6.8, 7.083333333333333, 7.283333333333333, 7.65, 7.75, 8.2, 8.233333333333333, 8.366666666666667, 8.883333333333333, 9.533333333333333, 9.75, 9.8]","['selfish / generous', 'uncaring / caring']","[4, 12]",0.030772872744833167,0.17730405062024945,"['unsuccessful / successful', 'uncaring / caring', 'selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'stubborn / docile', 'not confident / confident']","['not understanding / understanding', 'unambitious / motivated']","[9, 4, 12]"
43,avBaKQmX ,16,7,7,31,1,20,Male,Married,"[0, 1, 12, 11, 13, 3]","[2, 2, 3, 2, 0, 1, 2, 0, 0, 2, 1, 0, 0, 2, 0, 0]","[array([6, 7, 6, 2, 7, 5]), array([5, 6, 7, 6, 7, 5]), array([3, 5, 3, 3, 3, 3]), array([6, 6, 5, 5, 5, 5]), array([6, 7, 6, 6, 6, 6]), array([4, 6, 4, 2, 5, 3]), array([2, 2, 2, 2, 2, 2]), array([5, 7, 5, 5, 5, 5]), array([7, 7, 7, 7, 7, 7]), array([6, 7, 5, 4, 7, 5])]",Agree,Agree,Agree,Agree,Yes,Strongly agree,Agree,Yes,Agree,Agree,Yes,Better,An interesting self reflection tool. Thank you,"['hardworking', 'influential', 'organised']","['following', 'compromising', 'cluttered', 'delayed', 'lazy']","['delayed', 'cluttered', 'teamplayer', 'playful', 'compromising', 'unhelpful', 'following', 'fastpaced', 'liberal', 'spontaneous', 'lazy']",Agree,Agree,Same,Na},0.808641975308642,"[0.0, 0.05, 0.35, 0.43333333333333335, 1.3833333333333333, 1.5333333333333334, 3.3, 3.3833333333333333, 3.4166666666666665, 4.0, 4.35, 4.766666666666667, 5.083333333333333, 5.266666666666667, 5.466666666666667, 5.95, 6.1, 6.433333333333334, 6.616666666666666, 6.733333333333333, 6.866666666666666, 6.916666666666667, 7.083333333333333, 7.266666666666667, 7.466666666666667, 7.566666666666666, 9.266666666666667, 9.333333333333334, 9.433333333333334, 10.2, 10.366666666666667, 10.5, 10.55]","['not understanding / understanding', 'boring / fun']","[11, 13]",0.8636363636363636,0.7565251523990507,"['selfish / generous', 'boring / fun', 'not understanding / understanding']","['unsuccessful / successful', 'uncaring / caring', 'not confident / confident']","[11, 3, 12, 13]"
44,OWUrTWla ,22,7,6,31,0,21,Male,Single,"[0, 1, 12, 8, 10, 11]","[1, 0, 3, 1, 1, 3, 3, 2, 2, 2, 3, 3, 2, 2, 2, 3]","[array([3, 7, 2, 3, 3, 4]), array([5, 7, 3, 6, 2, 6]), array([5, 7, 2, 6, 1, 6]), array([5, 7, 3, 6, 2, 6]), array([3, 5, 1, 6, 4, 5]), array([5, 7, 1, 6, 2, 6]), array([5, 5, 2, 6, 4, 6]), array([5, 7, 5, 6, 4, 6]), array([4, 7, 1, 5, 4, 5]), array([3, 7, 1, 1, 3, 6])]",Strongly agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Better,Helps you reflect on yourself,"['punctual', 'independent', 'opinionated']","['delayed', 'liberal', 'teamplayer', 'compromising', 'slowpaced']","['delayed', 'organised', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'influential', 'slowpaced', 'liberal', 'spontaneous', 'hardworking']",Agree,Agree,Same,I already knew this about myself},3.2746913580246915,"[0.0, 0.08333333333333333, 0.18333333333333332, 0.2, 1.0333333333333334, 1.0833333333333333, 2.4166666666666665, 2.45, 2.5, 3.1666666666666665, 3.216666666666667, 3.683333333333333, 4.15, 4.5, 4.883333333333334, 5.25, 5.766666666666667, 6.116666666666666, 6.45, 6.766666666666667, 7.25, 7.283333333333333, 7.85, 7.983333333333333, 8.283333333333333, 8.466666666666667, 8.766666666666667, 8.783333333333333, 8.833333333333334, 9.2, 9.583333333333334, 9.7, 9.716666666666667]","['stubborn / docile', 'unsuccessful / successful']","[10, 8]",0.16666666666666663,-0.06267204405743505,"['uncaring / caring', 'selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']",[],[]
45,OvpFXf7D ,24,7,7,45,2,17,Female,Married,"[0, 1, 4, 12, 9, 13]","[2, 0, 2, 3, 2, 2, 3, 1, 2, 2, 0, 1, 3, 1, 1, 3]","[array([5, 7, 6, 6, 6, 6]), array([7, 7, 7, 7, 7, 7]), array([5, 6, 6, 6, 7, 6]), array([6, 6, 6, 6, 7, 7]), array([5, 5, 5, 6, 5, 6]), array([4, 6, 4, 5, 5, 6]), array([6, 6, 7, 6, 7, 7]), array([5, 7, 6, 6, 5, 6]), array([4, 6, 5, 6, 6, 5]), array([4, 7, 5, 6, 5, 5])]",Agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Same,It was a little too black and white. Not everything is cut and dry in situations or feelings.,"['punctual', 'helpful', 'hardworking']","['unhelpful', 'delayed', 'lazy', 'spontaneous', 'slowpaced']","['delayed', 'organised', 'independent', 'playful', 'opinionated', 'unhelpful', 'influential', 'slowpaced', 'liberal', 'spontaneous', 'lazy']",Agree,Agree,Same,Would like to see further data},0.43827160493827155,"[0.0, 0.03333333333333333, 0.16666666666666666, 0.2, 1.4666666666666666, 1.55, 3.566666666666667, 3.6166666666666667, 3.933333333333333, 5.0, 5.35, 6.033333333333333, 6.616666666666666, 7.316666666666666, 7.816666666666666, 8.316666666666666, 8.683333333333334, 9.116666666666667, 9.683333333333334, 10.1, 10.533333333333333, 10.583333333333334, 11.316666666666666, 11.633333333333333, 12.2, 12.5, 14.216666666666667, 14.233333333333333, 14.65, 15.116666666666667, 15.866666666666667, 16.633333333333333, 16.683333333333334]","['not understanding / understanding', 'not confident / confident']","[0, 13]",0.11588069956017828,0.14557287983881012,"['unsuccessful / successful', 'boring / fun', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']",['selfish / generous'],[9]
46,mLaXf5Oe ,10,10,7,34,2,14,Male,Married,"[0, 1, 13, 12, 9, 8]","[1, 1, 2, 1, 0, 1, 1, 0, 0, 2, 2, 1, 1, 1, 1, 1]","[array([5, 4, 6, 4, 5, 6]), array([5, 6, 3, 4, 4, 6]), array([5, 5, 6, 5, 4, 4]), array([5, 4, 5, 5, 4, 6]), array([4, 6, 4, 4, 6, 5]), array([5, 4, 4, 5, 6, 6]), array([4, 4, 5, 5, 6, 6]), array([6, 6, 4, 6, 6, 5]), array([5, 4, 2, 4, 3, 6]), array([5, 3, 5, 5, 4, 6])]",Agree,Agree,Agree,Disagree,No,Agree,Agree,No,Agree,Disagree,Yes,Same,More options eg unsure or neither agree or disagree on some questions,"['independent', 'helpful', 'hardworking']","['delayed', 'lazy', 'unhelpful', 'teamplayer', 'cluttered']","['delayed', 'cluttered', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Agree,Same,N/a},0.7654320987654321,"[0.0, 0.08333333333333333, 0.43333333333333335, 0.45, 1.05, 1.1, 2.433333333333333, 2.466666666666667, 2.5833333333333335, 3.1, 3.2333333333333334, 3.85, 4.216666666666667, 4.616666666666666, 4.95, 5.35, 5.616666666666666, 5.983333333333333, 6.35, 6.666666666666667, 6.983333333333333, 7.016666666666667, 7.45, 7.766666666666667, 8.05, 8.216666666666667, 8.6, 8.616666666666667, 8.733333333333333, 9.233333333333333, 9.65, 10.283333333333333, 10.3]","['selfish / generous', 'boring / fun']","[12, 1]",0.10925355610938442,-0.08800883400528867,"['quiet / talkative', 'not confident / confident']","['unsuccessful / successful', 'uncaring / caring', 'unfriendly / friendly', 'boring / fun', 'stubborn / docile', 'unambitious / motivated']","[13, 8, 12, 9]"
47,kDKsaqGc ,12,5,5,36,2,13,Female,Widowed,"[0, 1, 13, 12, 11, 2]","[2, 0, 2, 2, 1, 0, 2, 1, 1, 2, 0, 0, 1, 1, 1, 2]","[array([3, 1, 2, 2, 1, 1]), array([1, 1, 1, 2, 1, 1]), array([1, 1, 1, 4, 1, 1]), array([1, 1, 1, 1, 1, 1]), array([1, 1, 1, 1, 1, 1]), array([2, 1, 2, 3, 1, 1]), array([2, 3, 4, 3, 3, 3]), array([1, 1, 1, 1, 1, 1]), array([1, 1, 1, 1, 1, 1]), array([1, 1, 1, 1, 1, 1])]",Disagree,Disagree,Disagree,Disagree,No,Disagree,Disagree,No,Disagree,Disagree,No,Same,I think I may have answered some\nOf the questions incorrectly ,"['organised', 'helpful', 'spontaneous']","['serious', 'independent', 'thoughtful', 'unhelpful', 'cluttered']","['delayed', 'cluttered', 'independent', 'serious', 'opinionated', 'unhelpful', 'following', 'slowpaced', 'conservative', 'thoughtful', 'lazy']",Agree,Agree,Same,No comment },0.2993827160493827,"[0.0, 0.016666666666666666, 0.15, 0.25, 2.0166666666666666, 2.0833333333333335, 4.766666666666667, 4.816666666666666, 5.15, 5.783333333333333, 5.833333333333333, 6.283333333333333, 6.716666666666667, 10.316666666666666, 10.6, 10.983333333333333, 11.35, 11.716666666666667, 12.1, 12.466666666666667, 13.45, 13.483333333333333, 13.9, 14.166666666666666, 17.816666666666666, 18.0, 19.433333333333334, 19.45, 19.583333333333332, 20.016666666666666, 21.483333333333334, 21.616666666666667, 21.633333333333333]","['uncaring / caring', 'selfish / generous']","[2, 1]",0.30151134457776363,0.7113182446806505,['unsuccessful / successful'],"['selfish / generous', 'boring / fun']",[12]
48,v7VP5OTU ,14,8,10,30,1,17,Female,Single,"[0, 1, 12, 11, 4, 13]","[1, 2, 3, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 2, 0, 0]","[array([6, 7, 6, 2, 5, 5]), array([7, 7, 7, 7, 7, 7]), array([5, 7, 7, 4, 7, 7]), array([6, 7, 6, 4, 6, 7]), array([7, 7, 7, 2, 7, 7]), array([7, 7, 7, 4, 7, 7]), array([5, 7, 7, 4, 6, 6]), array([7, 7, 7, 7, 7, 7]), array([6, 7, 6, 5, 7, 7]), array([5, 7, 5, 4, 7, 5])]",Strongly agree,Agree,Agree,Agree,No,Agree,Agree,Yes,Agree,Agree,Yes,Better,No,"['organised', 'thoughtful', 'hardworking']","['lazy', 'compromising', 'spontaneous', 'cluttered', 'delayed']","['delayed', 'cluttered', 'teamplayer', 'playful', 'compromising', 'unhelpful', 'following', 'slowpaced', 'liberal', 'spontaneous', 'lazy']",Strongly agree,Strongly agree,Better,O},1.4012345679012346,"[0.0, 0.55, 0.7166666666666667, 0.85, 4.05, 4.1, 6.283333333333333, 6.316666666666666, 6.483333333333333, 8.133333333333333, 8.6, 9.25, 9.533333333333333, 10.016666666666667, 10.7, 11.116666666666667, 11.483333333333333, 11.783333333333333, 12.166666666666666, 12.716666666666667, 13.4, 14.983333333333333, 17.466666666666665, 17.9, 18.366666666666667, 18.566666666666666, 20.716666666666665, 20.766666666666666, 21.233333333333334, 21.766666666666666, 22.366666666666667, 22.566666666666666, 22.6]","['quiet / talkative', 'boring / fun']","[4, 12]",,,"['selfish / generous', 'stubborn / docile', 'not confident / confident']","['unsuccessful / successful', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'unambitious / motivated']","[11, 4, 13]"
49,B9To81n4 ,11,4,6,27,0,21,Male,Single,"[0, 1, 12, 9, 13, 6]","[2, 0, 2, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 2, 1, 2]","[array([4, 4, 4, 4, 4, 4]), array([4, 4, 4, 4, 4, 4]), array([4, 4, 4, 4, 4, 4]), array([4, 4, 4, 4, 6, 5]), array([3, 5, 5, 5, 5, 5]), array([3, 6, 4, 5, 4, 3]), array([3, 3, 3, 3, 5, 5]), array([3, 5, 4, 4, 4, 4]), array([4, 4, 4, 5, 4, 5]), array([4, 5, 3, 4, 3, 4])]",Disagree,Disagree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,No,Same,Have more questions to have clearer answers ,"['following', 'conservative', 'thoughtful']","['delayed', 'spontaneous', 'unhelpful', 'influential', 'liberal']","['delayed', 'independent', 'cluttered', 'serious', 'opinionated', 'unhelpful', 'influential', 'slowpaced', 'liberal', 'spontaneous', 'lazy']",Agree,Agree,Better,I think this would be a great tool for businesses. For businesses to use on new and existing employees to understand mental health and their actions can cause oj employees},0.4660493827160493,"[0.0, 0.23333333333333334, 0.5666666666666667, 0.75, 7.55, 7.633333333333334, 21.9, 21.95, 22.133333333333333, 23.933333333333334, 24.1, 26.616666666666667, 27.316666666666666, 28.9, 29.633333333333333, 32.71666666666667, 33.75, 34.36666666666667, 34.78333333333333, 35.63333333333333, 36.516666666666666, 36.583333333333336, 38.06666666666667, 38.7, 39.78333333333333, 40.3, 40.96666666666667, 41.0, 41.06666666666667, 45.083333333333336, 47.61666666666667, 47.86666666666667, 47.916666666666664]","['stubborn / docile', 'not understanding / understanding']","[12, 6]",-0.3572172541558802,-0.06847604260985221,"['quiet / talkative', 'boring / fun', 'not understanding / understanding']","['unfriendly / friendly', 'stubborn / docile', 'not confident / confident']","[13, 6, 12]"
50,nmclGfdb ,17,2,7,38,2,17,Male,Married,"[0, 1, 11, 12, 2, 3]","[2, 0, 2, 2, 0, 1, 3, 0, 2, 3, 1, 0, 3, 3, 1, 2]","[array([5, 6, 7, 6, 3, 5]), array([3, 5, 7, 5, 6, 6]), array([5, 4, 6, 6, 5, 6]), array([5, 5, 6, 5, 4, 6]), array([6, 6, 7, 5, 3, 5]), array([4, 6, 7, 5, 4, 5]), array([5, 2, 4, 5, 7, 6]), array([5, 5, 6, 6, 4, 5]), array([3, 7, 4, 5, 2, 5]), array([4, 7, 7, 6, 1, 5])]",Disagree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Same,I feel like I have to self motivate myself at work as there is a lack of ambition around me . I struggle with this a lot,"['organised', 'helpful', 'hardworking']","['cluttered', 'lazy', 'compromising', 'slowpaced', 'unhelpful']","['punctual', 'cluttered', 'teamplayer', 'serious', 'compromising', 'unhelpful', 'influential', 'slowpaced', 'liberal', 'spontaneous', 'lazy']",Agree,Agree,Same,Interesting to choose what you would like to change about yourself},1.6790123456790123,"[0.0, 0.03333333333333333, 0.13333333333333333, 0.16666666666666666, 1.2333333333333334, 1.2666666666666666, 2.283333333333333, 2.316666666666667, 2.35, 3.1333333333333333, 3.1666666666666665, 3.566666666666667, 3.95, 4.516666666666667, 4.833333333333333, 5.1, 5.4, 6.633333333333334, 7.05, 7.583333333333333, 8.1, 8.15, 8.316666666666666, 8.433333333333334, 8.533333333333333, 8.666666666666666, 9.45, 9.483333333333333, 9.516666666666667, 9.783333333333333, 9.95, 10.033333333333333, 10.05]","['not confident / confident', 'stubborn / docile']","[2, 1]",-0.3442746315793223,-0.29240924234606797,"['uncaring / caring', 'boring / fun', 'unambitious / motivated', 'not confident / confident']","['unsuccessful / successful', 'selfish / generous', 'quiet / talkative']","[11, 2, 12, 3]"
51,cqygLR72 ,24,3,3,49,4,17,Male,Married,"[0, 1, 2, 4, 3, 8]","[1, 0, 3, 2, 0, 0, 2, 2, 2, 2, 1, 0, 3, 2, 1, 2]","[array([5, 7, 5, 4, 5, 3]), array([6, 6, 6, 7, 7, 7]), array([5, 5, 5, 4, 6, 3]), array([6, 7, 5, 4, 6, 3]), array([4, 6, 4, 2, 3, 2]), array([5, 7, 4, 2, 4, 1]), array([5, 4, 5, 3, 7, 3]), array([6, 5, 6, 4, 5, 3]), array([4, 6, 5, 5, 6, 2]), array([4, 6, 4, 3, 3, 2])]",Agree,Disagree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Same,Seemed pretty accurate. ,"['hardworking', 'helpful', 'organised']","['delayed', 'opinionated', 'cluttered', 'unhelpful', 'lazy']","['delayed', 'cluttered', 'independent', 'playful', 'opinionated', 'unhelpful', 'influential', 'fastpaced', 'liberal', 'spontaneous', 'lazy']",Disagree,Agree,Same,This was interesting but the only really only confirms what I already think\n\n},1.8209876543209877,"[0.0, 0.05, 0.2833333333333333, 0.4, 1.6, 1.65, 3.9166666666666665, 4.016666666666667, 4.05, 4.8, 5.083333333333333, 5.666666666666667, 6.05, 6.483333333333333, 6.75, 7.066666666666666, 7.35, 7.683333333333334, 7.933333333333334, 8.183333333333334, 8.4, 8.433333333333334, 8.866666666666667, 9.066666666666666, 9.366666666666667, 9.5, 10.45, 10.483333333333333, 10.533333333333333, 10.933333333333334, 11.3, 11.55, 11.583333333333334]","['not confident / confident', 'selfish / generous']","[3, 4]",0.0,-0.16873359233969912,"['unsuccessful / successful', 'unambitious / motivated']","['selfish / generous', 'unfriendly / friendly', 'stubborn / docile', 'not understanding / understanding']","[8, 2, 4, 3]"
52,k1nM6wMk ,21,10,10,31,0,7,Male,Single,"[0, 1, 11, 13, 9, 8]","[2, 1, 1, 2, 1, 2, 1, 1, 2, 0, 0, 1, 1, 0, 2, 0]","[array([4, 7, 3, 5, 3, 6]), array([4, 6, 2, 5, 2, 6]), array([3, 6, 2, 4, 1, 5]), array([5, 7, 4, 6, 3, 7]), array([4, 6, 2, 4, 2, 5]), array([3, 7, 2, 4, 1, 5]), array([6, 4, 3, 5, 2, 6]), array([6, 7, 4, 6, 5, 7]), array([5, 7, 2, 5, 2, 5]), array([5, 7, 4, 6, 3, 6])]",Agree,Agree,Agree,Agree,Yes,Strongly agree,Strongly agree,Yes,Agree,Agree,Yes,Better,It was interesting to spend time reflecting on different areas of my life,"['punctual', 'organised', 'helpful']","['delayed', 'lazy', 'cluttered', 'slowpaced', 'unhelpful']","['delayed', 'cluttered', 'teamplayer', 'serious', 'opinionated', 'unhelpful', 'following', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Agree,Strongly agree,Better,This is helpful to learn about my values and identity.},2.419753086419753,"[0.0, 0.05, 0.21666666666666667, 0.35, 1.5333333333333334, 1.6166666666666667, 4.116666666666666, 4.25, 4.366666666666666, 5.2, 5.483333333333333, 5.95, 6.3, 6.7, 7.033333333333333, 7.3, 7.533333333333333, 7.95, 8.3, 9.133333333333333, 9.55, 9.633333333333333, 10.483333333333333, 10.766666666666667, 11.216666666666667, 11.516666666666667, 11.783333333333333, 11.883333333333333, 11.966666666666667, 12.55, 13.15, 13.45, 13.483333333333333]","['unsuccessful / successful', 'boring / fun']","[9, 0]",-0.21295885499997996,0.14876492855357332,"['unsuccessful / successful', 'uncaring / caring', 'selfish / generous', 'unfriendly / friendly', 'quiet / talkative', 'boring / fun', 'stubborn / docile', 'unambitious / motivated', 'not confident / confident']",['not understanding / understanding'],"[11, 9]"
53,6y3s17JM ,16,2,5,30,0,19,Male,Single,"[0, 1, 11, 13, 5, 3]","[1, 2, 3, 2, 2, 1, 1, 0, 2, 1, 0, 2, 0, 1, 0, 1]","[array([3, 6, 5, 5, 2, 3]), array([3, 6, 2, 2, 2, 4]), array([3, 7, 2, 3, 1, 3]), array([4, 5, 2, 3, 1, 4]), array([5, 4, 2, 2, 1, 6]), array([3, 7, 1, 2, 1, 4]), array([2, 3, 4, 5, 5, 3]), array([5, 7, 3, 3, 1, 5]), array([3, 7, 5, 4, 1, 1]), array([5, 6, 4, 2, 1, 4])]",Disagree,Disagree,Agree,Disagree,Yes,Strongly Disagree,Strongly Disagree,No,Strongly Disagree,Strongly Disagree,Yes,Same,I am sorry if my ratings seem harsh,"['helpful', 'liberal', 'organised']","['cluttered', 'teamplayer', 'unhelpful', 'conservative', 'opinionated']","['punctual', 'cluttered', 'teamplayer', 'playful', 'opinionated', 'unhelpful', 'following', 'fastpaced', 'conservative', 'thoughtful', 'hardworking']",Agree,Agree,Same,This was marginally more interesting,3.0216049382716053,"[0.0, 0.05, 0.21666666666666667, 0.38333333333333336, 1.1166666666666667, 1.1666666666666667, 2.8833333333333333, 2.9166666666666665, 3.0, 3.6, 3.7333333333333334, 4.033333333333333, 4.3, 4.5, 4.766666666666667, 5.15, 5.65, 5.983333333333333, 6.2, 6.466666666666667, 6.7, 6.783333333333333, 6.933333333333334, 7.35, 7.616666666666666, 7.816666666666666, 8.95, 8.983333333333333, 9.166666666666666, 9.583333333333334, 9.866666666666667, 10.133333333333333, 10.183333333333334]","['selfish / generous', 'quiet / talkative']","[3, 5]",0.08869685939836242,-0.23426949800889108,"['unsuccessful / successful', 'uncaring / caring', 'not understanding / understanding']","['unfriendly / friendly', 'quiet / talkative', 'stubborn / docile', 'not confident / confident']","[11, 13, 5, 3]"
54,YcRULdAi ,17,7,9,36,0,15,Male,Single,"[0, 1, 12, 3, 13, 2]","[1, 0, 2, 1, 1, 0, 1, 1, 2, 2, 2, 0, 0, 1, 1, 1]","[array([5, 6, 6, 6, 5, 4]), array([5, 6, 6, 6, 4, 3]), array([5, 6, 6, 3, 5, 2]), array([4, 7, 5, 3, 4, 2]), array([3, 5, 4, 3, 4, 3]), array([5, 7, 4, 3, 3, 5]), array([4, 4, 4, 2, 6, 6]), array([6, 7, 6, 3, 2, 3]), array([5, 6, 7, 7, 4, 3]), array([4, 7, 5, 5, 5, 4])]",Agree,Agree,Agree,Agree,Yes,Agree,Agree,Yes,Agree,Agree,Yes,Better,No further comments ,"['thoughtful', 'serious', 'delayed']","['spontaneous', 'following', 'punctual', 'organised', 'playful']","['punctual', 'organised', 'independent', 'playful', 'opinionated', 'unhelpful', 'following', 'slowpaced', 'liberal', 'spontaneous', 'lazy']",Strongly agree,Strongly agree,Same,Enjoyed the exercise },1.8271604938271604,"[0.0, 0.26666666666666666, 0.48333333333333334, 0.6833333333333333, 2.0833333333333335, 2.1666666666666665, 4.233333333333333, 4.283333333333333, 5.05, 6.283333333333333, 6.55, 7.1, 7.483333333333333, 7.816666666666666, 8.116666666666667, 8.516666666666667, 8.916666666666666, 9.233333333333333, 9.666666666666666, 10.083333333333334, 10.366666666666667, 10.416666666666666, 11.083333333333334, 11.466666666666667, 12.233333333333333, 12.483333333333333, 13.416666666666666, 13.433333333333334, 13.5, 14.633333333333333, 15.75, 16.3, 16.35]","['unambitious / motivated', 'uncaring / caring']","[13, 12]",0.450499099002703,-0.016723384239032534,"['quiet / talkative', 'boring / fun', 'not confident / confident']","['unsuccessful / successful', 'uncaring / caring', 'selfish / generous', 'stubborn / docile', 'not understanding / understanding', 'unambitious / motivated']","[2, 13, 3, 12]"
55,PCaVYtT0 ,18,8,9,38,1,28,Female,Single,"[0, 1, 12, 3, 4, 9]","[3, 2, 3, 2, 2, 3, 3, 2, 3, 2, 1, 2, 2, 3, 2, 3]","[array([4, 5, 5, 5, 6, 6]), array([7, 7, 7, 7, 7, 7]), array([6, 6, 6, 6, 6, 7]), array([6, 6, 6, 6, 6, 7]), array([5, 6, 6, 5, 6, 6]), array([5, 6, 5, 5, 6, 6]), array([4, 6, 4, 5, 5, 6]), array([5, 7, 5, 5, 5, 6]), array([4, 6, 5, 5, 5, 6]), array([3, 5, 3, 3, 5, 5])]",Agree,Agree,Agree,Agree,No,Agree,Agree,No,Agree,Agree,No,Same,Thank you,"['hardworking', 'helpful', 'punctual']","['lazy', 'opinionated', 'spontaneous', 'unhelpful', 'delayed']","['delayed', 'cluttered', 'independent', 'playful', 'opinionated', 'unhelpful', 'influential', 'slowpaced', 'conservative', 'spontaneous', 'lazy']",Disagree,Agree,Same,Thank you},0.4382716049382716,"[0.0, 0.45, 0.6333333333333333, 1.0, 2.6666666666666665, 2.7666666666666666, 5.383333333333334, 5.516666666666667, 5.9, 8.283333333333333, 8.933333333333334, 10.183333333333334, 10.916666666666666, 11.5, 12.066666666666666, 12.616666666666667, 13.083333333333334, 13.8, 14.316666666666666, 14.816666666666666, 15.333333333333334, 15.383333333333333, 16.4, 17.033333333333335, 17.766666666666666, 18.483333333333334, 19.266666666666666, 19.333333333333332, 19.883333333333333, 20.65, 21.916666666666668, 22.383333333333333, 22.433333333333334]","['selfish / generous', 'unfriendly / friendly']","[1, 4]",0.6960575579871306,0.5405507355453729,"['stubborn / docile', 'not understanding / understanding', 'unambitious / motivated', 'not confident / confident']",['unsuccessful / successful'],"[4, 9]"
